Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 64,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 43,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 100,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Long Statement,The length of the statement "errorMessagePanelLayout.setHorizontalGroup(errorMessagePanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(GroupLayout.Alignment.TRAILING`errorMessagePanelLayout.createSequentialGroup().addGap(0`0`Short.MAX_VALUE).addComponent(errorMessageLabel`GroupLayout.PREFERRED_SIZE`654`GroupLayout.PREFERRED_SIZE)));" is 326.,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Long Statement,The length of the statement "errorMessagePanelLayout.setVerticalGroup(errorMessagePanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(errorMessagePanelLayout.createSequentialGroup().addComponent(errorMessageLabel`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addGap(0`0`Short.MAX_VALUE)));" is 292.,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Long Statement,The length of the statement "ansPanelLayout.setHorizontalGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addGap(31`31`31).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(labelForAtomicMassAns`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(labelForAtomicNumAns`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(labelForAtomicNameAns`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(labelForElectronConfigAns`GroupLayout.PREFERRED_SIZE`115`GroupLayout.PREFERRED_SIZE)).addGap(18`18`18).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(ElectronConfigAnsLabel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(atomicNameAnsLabel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(atomicNumAnsLabel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(massOfAtomAnsLabel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addContainerGap()));" is 1162.,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Long Statement,The length of the statement "ansPanelLayout.setVerticalGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addGap(32`32`32).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(labelForAtomicNameAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(atomicNameAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForAtomicNumAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(atomicNumAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForAtomicMassAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(massOfAtomAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForElectronConfigAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(ElectronConfigAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addContainerGap(32`Short.MAX_VALUE)));" is 1414.,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Long Statement,The length of the statement "Layout.setHorizontalGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addContainerGap().addComponent(ansPanel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGroup(Layout.createSequentialGroup().addGap(40`40`40).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addComponent(getElectronConfigButton).addGap(18`18`18).addComponent(clearButton)).addGroup(Layout.createSequentialGroup().addComponent(labelForNumOrSymbolTextfield).addGap(18`18`18).addComponent(numOrSymbolTextfield`GroupLayout.PREFERRED_SIZE`150`GroupLayout.PREFERRED_SIZE)).addComponent(errorMessagePanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE)).addGap(0`83`Short.MAX_VALUE))).addContainerGap()));" is 942.,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Long Statement,The length of the statement "Layout.setVerticalGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addGap(31`31`31).addComponent(errorMessagePanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addGap(18`18`18).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(labelForNumOrSymbolTextfield`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(numOrSymbolTextfield`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.UNRELATED).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(getElectronConfigButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addComponent(clearButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED`210`Short.MAX_VALUE).addComponent(ansPanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addContainerGap()));" is 1030.,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 654,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 115,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 150,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 83,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,101
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,setComponentLayout,Magic Number,The method contains a magic number: 210,101
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Long Statement,The length of the statement "errorMessagePanelLayout.setHorizontalGroup(errorMessagePanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(GroupLayout.Alignment.TRAILING`errorMessagePanelLayout.createSequentialGroup().addGap(0`0`Short.MAX_VALUE).addComponent(errorMessageLabel`GroupLayout.PREFERRED_SIZE`654`GroupLayout.PREFERRED_SIZE)));" is 326.,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Long Statement,The length of the statement "errorMessagePanelLayout.setVerticalGroup(errorMessagePanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(errorMessagePanelLayout.createSequentialGroup().addComponent(errorMessageLabel`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addGap(0`0`Short.MAX_VALUE)));" is 292.,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Long Statement,The length of the statement "ansPanelLayout.setHorizontalGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addContainerGap().addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addComponent(labelForBalancedEquation).addPreferredGap(LayoutStyle.ComponentPlacement.UNRELATED).addComponent(balancedEquationScrollPane)).addGroup(ansPanelLayout.createSequentialGroup().addComponent(labelForGivenEquation).addPreferredGap(LayoutStyle.ComponentPlacement.UNRELATED).addComponent(givenEquationScrollPane`GroupLayout.PREFERRED_SIZE`0`Short.MAX_VALUE))).addGap(20`20`20)));" is 674.,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Long Statement,The length of the statement "ansPanelLayout.setVerticalGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addContainerGap(GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(labelForGivenEquation`GroupLayout.DEFAULT_SIZE`73`Short.MAX_VALUE).addComponent(givenEquationScrollPane)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(labelForBalancedEquation`GroupLayout.DEFAULT_SIZE`75`Short.MAX_VALUE).addComponent(balancedEquationScrollPane)).addContainerGap()));" is 686.,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Long Statement,The length of the statement "Layout.setHorizontalGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addContainerGap().addComponent(ansPanel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGroup(Layout.createSequentialGroup().addGap(40`40`40).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.TRAILING).addComponent(errorMessagePanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addGroup(Layout.createSequentialGroup().addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(labelForReactantsTextfield`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(labelForProductsTextfield`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGap(18`18`18).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(reactantsTextfield`GroupLayout.DEFAULT_SIZE`560`Short.MAX_VALUE).addComponent(productsTextfield)))).addGroup(Layout.createSequentialGroup().addComponent(balanceButton`GroupLayout.PREFERRED_SIZE`96`GroupLayout.PREFERRED_SIZE).addGap(18`18`18).addComponent(historyButton`GroupLayout.PREFERRED_SIZE`96`GroupLayout.PREFERRED_SIZE).addGap(18`18`18).addComponent(clearButton`GroupLayout.PREFERRED_SIZE`96`GroupLayout.PREFERRED_SIZE))).addGap(0`134`Short.MAX_VALUE))).addContainerGap()));" is 1553.,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Long Statement,The length of the statement "Layout.setVerticalGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(Layout.createSequentialGroup().addGap(32`32`32).addComponent(errorMessagePanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addGap(18`18`18).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(reactantsTextfield`GroupLayout.DEFAULT_SIZE`45`Short.MAX_VALUE).addComponent(labelForReactantsTextfield`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGap(18`18`18).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(productsTextfield`GroupLayout.DEFAULT_SIZE`44`Short.MAX_VALUE).addComponent(labelForProductsTextfield`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGap(35`35`35).addGroup(Layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(balanceButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addComponent(clearButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addComponent(historyButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED`175`Short.MAX_VALUE).addComponent(ansPanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addContainerGap()));" is 1335.,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 654,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 20,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 20,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 20,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 73,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 75,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 560,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 96,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 96,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 96,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 134,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 32,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 32,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 32,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 45,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 18,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 44,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 35,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 35,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 35,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 40,123
chemistry-calculator,ChemistryCalculator.frontend,EquationBalancePanel,setComponentLayout,Magic Number,The method contains a magic number: 175,123
chemistry-calculator,ChemistryCalculator.frontend,Formater,formatEquation,Long Statement,The length of the statement "String result=IntStream.range(0`number.length).mapToObj(j -> subScript[Character.getNumericValue(number[j])]).collect(Collectors.joining());" is 140.,9
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,initComponents,Magic Number,The method contains a magic number: 100,29
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,initComponents,Magic Number,The method contains a magic number: 100,29
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,initComponents,Magic Number,The method contains a magic number: 750,29
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,initComponents,Magic Number,The method contains a magic number: 500,29
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,createPieChart,Long Statement,The length of the statement "pieData.add(new PieChart.Data(eachElement.get(0) + " ( " + eachElement.get(4)+ "% )"`Double.parseDouble(eachElement.get(4))));" is 126.,63
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,createPieChart,Magic Number,The method contains a magic number: 4,63
chemistry-calculator,ChemistryCalculator.frontend,FxPieChart,createPieChart,Magic Number,The method contains a magic number: 4,63
chemistry-calculator,ChemistryCalculator.frontend,HistoryFrame,setComponentLayout,Long Statement,The length of the statement "mainPanelLayout.setHorizontalGroup(mainPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(GroupLayout.Alignment.TRAILING`mainPanelLayout.createSequentialGroup().addContainerGap(23`Short.MAX_VALUE).addComponent(mainScrollPane`GroupLayout.PREFERRED_SIZE`670`GroupLayout.PREFERRED_SIZE).addGap(20`20`20).addComponent(clearButton`GroupLayout.PREFERRED_SIZE`96`Short.MAX_VALUE).addGap(20`20`20)));" is 413.,35
chemistry-calculator,ChemistryCalculator.frontend,HistoryFrame,setComponentLayout,Long Statement,The length of the statement "mainPanelLayout.setVerticalGroup(mainPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(mainScrollPane`GroupLayout.DEFAULT_SIZE`456`Short.MAX_VALUE).addGap(20`20`20).addComponent(clearButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addGap(20`20`20));" is 292.,35
chemistry-calculator,ChemistryCalculator.frontend,HistoryFrame,setComponentLayout,Long Statement,The length of the statement "layout.setHorizontalGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(mainPanel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE));" is 175.,35
chemistry-calculator,ChemistryCalculator.frontend,HistoryFrame,setComponentLayout,Long Statement,The length of the statement "layout.setVerticalGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(mainPanel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE));" is 173.,35
chemistry-calculator,ChemistryCalculator.frontend,HistoryFrame,setComponentLayout,Magic Number,The method contains a magic number: 23,35
chemistry-calculator,ChemistryCalculator.frontend,HistoryFrame,setComponentLayout,Magic Number,The method contains a magic number: 670,35
